Question,Answer
"Was kann ich tun, wenn ich mit meinem OYANDA® -Produkt nicht zufrieden bin?","Wie bei allen Artikeln von Kaufland stehen wir selbstverständlich zu unserer Garantie, sollten Sie mit einem Artikel nicht zufrieden sein: „Ohne viel Worte – Geld zurück!“. Der Kaufpreis wird Ihnen dann beim nächsten Einkauf an der Information des Marktes erstattet."
Was zeichnet Bio-Baumwolle aus?,"Bio-Baumwolle wird nach den Richtlinien des ökologischen Landbaus produziert, dabei ist der Einsatz von Schadstoffen, wie chemischen Pestiziden und Düngemitteln, strengstens verboten. Bio-Baumwolle wird von Hand geerntet, dadurch wird auf die Verwendung von chemischen Entlaubungsmitteln, welche bei einer maschinellen Beerntung eingesetzt werden, verzichtet. Dank der abwechselnden Bebauung mit anderen Pflanzenarten, wird zum Erhalt der natürlichen Bodenfruchtbarkeit beigetragen und gleichzeitig kann die Anfälligkeit für Pflanzenkrankheiten und -schädlingen reduziert werden. Somit trägt Bio-Baumwolle zum Erhalt der Gesundheit der Böden, der Natur und der Menschen, die sie anbauen, bei."
Welche Standards gibt es beim ökologischen Baumwollanbau?,"Zur Zertifizierung von Bio-Baumwolle werden offizielle Standards oder Zertifikate, wie „Organic Content Standard” (OCS), „Der Blaue Engel” oder „Global Organic Textile Standard” (GOTS) verwendet. Unter allen Zertifizierungssystemen ist GOTS das bekannteste für Zertifizierungen von natürlichen Materialien und damit auch für Bio-Baumwolle. Wir bei Kaufland arbeiten mit GOTS zusammen, um eine umweltverträgliche und sozial verantwortliche Textilproduktion sicherzustellen."
Wofür steht das GOTS-Siegel?,"Der Global Organic Textile Standard (GOTS) ist ein weltweit geltender Standard in der Textilindustrie, der sich für eine umweltverträgliche und sozial verantwortliche Textilproduktion einsetzt. Er definiert umwelttechnische Anforderungen entlang der gesamten textilen Produktionskette und fordert gleichzeitig die Einhaltung von Sozialkriterien. Das Siegel kennzeichnet Textilprodukte, die mindestens aus 70 Prozent biologisch erzeugten Naturfasern bestehen. Alle eingesetzten chemischen Zusätze, wie zum Beispiel Farbstoffe und Hilfsmittel, müssen bestimmte umweltrelevante und toxikologische Kriterien erfüllen. Auch soziale Mindeststandards sind Teil des Standards und werden überprüft. Weitere Informationen: www.global-standard.org"
Wofür steht das OEKO-TEX®-Siegel?,"Der STANDARD 100 by OEKO-TEX® ist ein weltweit einheitliches und unabhängiges Zertifizierungssystem für Textilprodukte in allen Verarbeitungsstuffen. Die Schadstoffprüfungen berücksichtigen wichtige gesetzliche Reglementierungen, gesundheitsbedenkliche Chemikalien, sowie diverse Parameter zur Gesundheitsvorsorge. Die angewendeten Kriterien gehen dabei über nationale und internationale geltenden Vorgaben hinaus. Voraussetzung für die Zertifizierung mit dem STANDARD 100-Label ist, dass sämtliche Bestandteile eines Artikels, also auch nichttextiles Zubehör wie Knöpfe oder Reißverschlüsse, die strengen, weltweit geltenden Anforderungen erfüllen. Weitere Informationen: www.oeko-tex.com"
Woher bekommen wir unsere Inspiration für die Designs?,"Unsere internen Produktmanager und Designer sind ständig auf der Suche nach neuen Inspirationen. Seien es Fachmessen, Trend-Schulungen, Storechecks in den Modemetropolen oder Wettbewerbsbeobachtungen, wir nutzen jede Möglichkeit für neue Ideen. Wir kombinieren natürliche Stoffe mit trendigen Designs, und achten gleichzeitig darauf, dass die Produkte komfortabel und praktisch für den Alltag bleiben."
Wie wasche ich die OYANDA®-Produkte?,"Da die meisten OYANDA®-Artikel größtenteils aus Baumwolle bestehen, sind sie sehr pflegeleicht. Vor der Produktion werden unsere Produkte mehrmaligen Waschtests unterzogen, um die Qualität sicherzustellen. Alle Pflegehinweise zum jeweiligen Artikel finden Sie immer auf dem Pflegeetikett."
Stimmen die Größenangaben von OYANDA®-Produkten mit anderen Herstellern überein?,"Wir bei Kaufland richten uns bei allen Größenangaben nach standardisierten Größentabellen. Außerdem ist die Passform verlässlich: Passt eine einmal bei Kaufland gekaufte Größe, kann diese Größe immer wieder gekauft werden."
Was ist TOWNLAND®?,"TOWNLAND® ist die modische, frische Kaufland-Eigenmarke für Herrenkleidung und Accessoires. Wir richten uns an authentische und selbstbewusste Männer jeder Altersgruppe, die gute Qualität und Nachhaltigkeit erwarten und sich gerne inspirieren lassen."
Welche Produkte gibt es?,"Von beständigen Basics über lockere Casualwear bis hin zu trendigen und saisonalen Looks: TOWNLAND® bietet Ihnen eine große Auswahl. Unser Sortimentsschwerpunkt liegt auf Unterwäsche-Artikeln, darüber hinaus ergänzen die regelmäßigen thematischen Werbeaktionen das Sortiment und bringen weitere Produkt- und Designvarianten mit, wobei gezielt auf die aktuellsten Trends eingegangen wird."
In welcher Form erfolgt die Qualitätssicherung bei den Textilien?,"Wir legen bei unserer Marke TOWNLAND® Wert auf hohe Qualität in Material und Verarbeitung sowie auf die Einhaltung unserer definierten Anforderungen an chemische und physikalische Eigenschaften.  Durch regelmäßige Beobachtungen der Gesetzeslage sind unsere Anforderungen stets auf den neuesten Stand. Wir überprüfen die Umsetzung unserer Standards zum einen durch unsere Qualitätsmanager, die in der Regel die Produktion direkt vor Ort begleiten, und nutzen darüber hinaus die Expertise unabhängiger Institute bei der kontinuierlichen Überprüfung unserer Produkte. Alle TOWNLAND®-Produkte überzeugen durch ausgewählte Materialien, gute Verarbeitung, optimale Haltbarkeit und perfekte Passform. Zudem sind alle eingesetzten Naturfasern GOTS-zertifiziert. Unser Fokus liegt dabei auf der Verwendung von Bio-Baumwolle."
Wo werden die Produkte hergestellt?,"Das Herstellungsland der Artikel der Marke TOWNLAND® wird auf dem Etikett angegeben. Wir arbeiten mit erfahrenen Produzenten zusammen und kontrollieren die Produkte regelmäßig nach eigenen hohen Qualitätskriterien. In der Regel wird die Produktion durch unsere Qualitätsmanager direkt vor Ort überwacht, zusätzlich werden unsere Textilprodukte von unabhängigen Prüfinstituten untersucht."
Warum steht auf den TOWNLAND® -Produkten „Exclusively by Kaufland“?,Wir von Kaufland stehen zu unseren Produkten und ihrer Qualität. Dafür definieren wir selbst die hohen Anforderungen mit unseren Qualitätsmanagern und tragen die volle rechtliche Verantwortung. Deshalb treten wir auf TOWNLAND®-Produkten auch klar erkennbar als Absender in Erscheinung.
"Was kann ich tun, wenn ich mit meinem TOWNLAND®-Produkt nicht zufrieden bin?","Wie bei allen Artikeln von Kaufland stehen wir selbstverständlich zu unserer Garantie, sollten Sie mit einem Artikel nicht zufrieden sein: „Ohne viel Worte – Geld zurück!“. Der Kaufpreis wird Ihnen dann beim nächsten Einkauf an der Information des Marktes erstattet."
Was zeichnet Bio-Baumwolle aus?,"Bio-Baumwolle wird nach den Richtlinien des ökologischen Landbaus produziert, dabei ist der Einsatz von Schadstoffen, wie chemischen Pestiziden und Düngemitteln, strengstens verboten. Bio-Baumwolle wird von Hand geerntet, dadurch wird auf die Verwendung von chemischen Entlaubungsmitteln, welche bei einer maschinellen Beerntung eingesetzt werden, verzichtet. Dank der abwechselnden Bebauung mit anderen Pflanzenarten, wird zum Erhalt der natürlichen Bodenfruchtbarkeit beigetragen und gleichzeitig kann die Anfälligkeit für Pflanzenkrankheiten und -schädlingen reduziert werden. Somit trägt Bio-Baumwolle zum Erhalt der Gesundheit der Böden, der Natur und der Menschen, die sie anbauen, bei."
Welche Standards gibt es beim ökologischen Baumwollanbau?,"Zur Zertifizierung von Bio-Baumwolle werden offizielle Standards oder Zertifikate, wie „Organic Content Standard” (OCS), „Der Blaue Engel” oder „Global Organic Textile Standard” (GOTS) verwendet. Unter allen Zertifizierungssystemen ist GOTS das bekannteste für Zertifizierungen von natürlichen Materialien und damit auch für Bio-Baumwolle. Wir bei Kaufland arbeiten mit GOTS zusammen, um eine umweltverträgliche und sozial verantwortliche Textilproduktion sicherzustellen."
Wofür steht das GOTS-Siegel?,"Der Global Organic Textile Standard (GOTS) ist ein weltweit geltender Standard in der Textilindustrie, der sich für eine umweltverträgliche und sozial verantwortliche Textilproduktion einsetzt. Er definiert umwelttechnische Anforderungen entlang der gesamten textilen Produktionskette und fordert gleichzeitig die Einhaltung von Sozialkriterien. Das Siegel kennzeichnet Textilprodukte, die mindestens aus 70 Prozent biologisch erzeugten Naturfasern bestehen. Alle eingesetzten chemischen Zusätze, wie zum Beispiel Farbstoffe und Hilfsmittel, müssen bestimmte umweltrelevante und toxikologische Kriterien erfüllen. Auch soziale Mindeststandards sind Teil des Standards und werden überprüft. Weitere Informationen: www.global-standard.org"
Wofür steht das OEKO-TEX®-Siegel?,"Der STANDARD 100 by OEKO-TEX® ist ein weltweit einheitliches und unabhängiges Zertifizierungssystem für Textilprodukte in allen Verarbeitungsstuffen. Die Schadstoffprüfungen berücksichtigen wichtige gesetzliche Reglementierungen, gesundheitsbedenkliche Chemikalien, sowie diverse Parameter zur Gesundheitsvorsorge. Die angewendeten Kriterien gehen dabei über nationale und internationale geltenden Vorgaben hinaus. Voraussetzung für die Zertifizierung mit dem STANDARD 100-Label ist, dass sämtliche Bestandteile eines Artikels, also auch nichttextiles Zubehör wie Knöpfe oder Reißverschlüsse, die strengen, weltweit geltenden Anforderungen erfüllen. Weitere Informationen: www.oeko-tex.com"
Woher bekommen wir unsere Inspiration für die Designs?,"Unsere internen Produktmanager und Designer sind ständig auf der Suche nach neuen Inspirationen. Seien es Fachmessen, Trend-Schulungen, Storechecks in den Modemetropolen oder Wettbewerbsbeobachtungen, wir nutzen jede Möglichkeit für neue Ideen. Wir kombinieren natürliche Stoffe mit trendigen Designs, und achten gleichzeitig darauf, dass die Produkte komfortabel und praktisch für den Alltag bleiben."
Wie wasche ich die TOWNLAND®-Produkte?,"Da die meisten TOWNLAND®-Artikel größtenteils aus Baumwolle bestehen, sind sie sehr pflegeleicht. Vor der Produktion werden unsere Produkte mehrmaligen Waschtests unterzogen, um die Qualität sicher zu stellen. Alle Pflegehinweise zum jeweiligen Artikel finden Sie immer auf dem Pflegeetikett."
Stimmen die Größenangaben von TOWNLAND®-Produkten mit anderen Herstellern überein?,"Wir bei Kaufland richten uns bei allen Größenangaben nach standardisierten Größentabellen. Außerdem ist die Passform verlässlich: Passt eine einmal bei Kaufland gekaufte Größe, kann diese Größe immer wieder gekauft werden."
Was ist PASSENGER®?,"PASSENGER® ist die Marke für jeden, der gerne verreist. Ob allein, mit Partner oder der ganzen Familie. PASSENGER® bietet für jeden den passenden Reisebegleiter. Durch eine große Auswahl an Koffern, Gepäckstücken und Reisebegleitern aller Art möchte PASSENGER® das Reisen so angenehm, modern und einfach wie möglich gestalten. Durch ein klares und einfaches Design zum besten Preis ist PASSENGER® der smarte Begleiter auf jeder Reise."
Welche Produkte gibt es?,"Von trendigen Weichschalenkoffern bis hin zu praktischem Zubehör, wie zum Beispiel unserer Umhängetasche, bietet PASSENGER® Ihnen eine große Auswahl. Die Artikel überzeugen durch ihre Funktionalität, Robustheit und ihr trendiges Design. So sind Sie bestens für jede Reise gerüstet."
In welcher Form erfolgt die Qualitätssicherung?,"Wir legen bei unserer Marke PASSENGER® Wert auf hohe Qualität der Materialien und der Verarbeitung sowie auf die Einhaltung unserer definierten Anforderungen an chemische und physikalische Eigenschaften. Durch regelmäßige Beobachtungen der Gesetzeslage, sind unsere Anforderungen stets auf den neuesten Stand. Wir überprüfen die Umsetzung unserer Standards zum einen, durch unsere Qualitätsmanager, die in der Regel die Produktion direkt vor Ort begleiten und zum anderen, nutzen wir darüber hinaus die Expertise unabhängiger Institute bei der kontinuierlichen Überprüfung der Qualität unserer Produkte."
Wo werden die Produkte hergestellt?,Das Herstellungsland der Artikel der Marke PASSENGER® wird auf dem Etikett angegeben. Wir arbeiten mit erfahrenen Produzenten zusammen und kontrollieren die Produkte regelmäßig nach hohen Qualitätskriterien. Die Produktion wird durch unsere Qualitätsmanager direkt vor Ort überwacht. Zusätzlich werden unsere Textilprodukte von unabhängigen Prüfinstituten untersucht.
Warum steht auf den PASSENGER®-Produkten „Exclusively by Kaufland“?,"Wir von Kaufland bestimmen selbst das Markenkonzept von PASSENGER® und definieren die Anforderungen an Produkte, Qualität und Verpackung. Wir übernehmen die volle rechtliche Verantwortung. Deshalb werden wir auf den PASSENGER®-Produkten auch als Hersteller genannt."
"Was kann ich tun, wenn ich mit meinem PASSENGER®-Produkt nicht zufrieden bin?",Wie bei allen Artikeln von Kaufland stehen wir selbstverständlich zu unserer Garantie. Sollten Sie mit einem Artikel nicht zufrieden sein: „Ohne viel Worte – Geld zurück.“ Der Kaufpreis wird Ihnen dann beim nächsten Einkauf an der Information des Marktes erstattet.
Woher bekommen wir unsere Inspiration für die Designs?,"Unsere internen Produktmanager und -designer sind ständig auf der Suche nach neuen Inspirationen. Egal ob Fachmessen, Trend-Schulungen, Storechecks oder Wettbewerbsbeobachtungen, wir nutzen jede Möglichkeit für neue Ideen und kombinieren funktionale Stoffe mit trendigen Designs. Gleichzeitig achten wir darauf, dass die Produkte komfortabel sind und genug Bewegungsfreiraum bieten."
"Welche Messenger-Dienste kann ich nutzen, um den Prospekt-Newsletter per Messenger zu erhalten?","Aktuell bieten wir den Prospektversand per Telegram, WhatsApp, Signal, Threema und Viber an."
Wie kann ich mich für den Prospekt-Newsletter per Messenger registrieren?,"Einfach den QR-Code des Messengers der Wahl mit dem Handy scannen und uns die voreingestellte Nachricht zusenden. Nach der Auswahl einer Filiale der wöchentlichen Zusendung des Prospekts, für die zuvor ausgewählte Filiale, zustimmen."
"Ich habe euren Messenger-Prospekt bestellt, wann wird mir dieser zugestellt?",Direkt nach der Registrierung senden wir unser aktuelles Prospekt zu. Danach versenden wir jeden Sonntagmorgen den Prospekt mit den Angeboten für die kommende Angebotswoche.
Kann ich mir den Prospekt von zwei Filialen zusenden lassen?,"Dies ist aktuell leider nicht möglich. Bei Interesse an den Angeboten einer anderen Filiale, gerne unsere Webseite besuchen oder ein zweites Prospekt über einen anderen Messenger-Dienst abonnieren."
Wie kann ich die Filiale ändern?,"Um den wöchentlichen Prospekt einer anderen Filiale zu erhalten, bitte das aktuelle Abonnement über die Eingabe von „Stop” beenden. Danach uns bitte erneut kontaktieren und eine andere Filiale auswählen."
Welche Daten werden gespeichert?,Alle Informationen zum Datenschutz stehen hier .
Kann ich die Nummern der Messenger von Kaufland teilen?,"Selbstverständlich! Hierzu einfach im oberen Bereich des Messenger-Chats auf unser Profil klicken. Anschließend unterhalb der Profilbeschreibung die Option wählen, unseren Unternehmensaccount mit den Kontakten zu teilen. Nun muss die Person uns einfach die Nachricht „Start” senden und schon kann die richtige Filiale ausgewählt werden."
